"Account Name","Logo URL","Website","Product Name","Related To","Purchase History Name","Install Date","Status","Usage End Date","Purchase Date","Purchase History Purchase History"
"Containous","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/containous.svg","https://containo.us/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Containous - The Linux Foundation - Silver Membership - 2019","3/1/2019","Active","2/29/2020","3/19/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Isotoma Limited","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/isotoma-limited.svg","https://www.isotoma.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Isotoma Limited - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","3/19/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Polar Squad","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/polar-squad.svg","https://www.polarsquad.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Polar Squad - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","3/19/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Harness.io","","www.harness.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Harness.io - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","3/19/2019","The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Volkswagen Aktiengesellschaft","","http://www.volkswagenag.de","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Volkswagen Aktiengesellschaft - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","3/19/2019","2019 The Linux Foundation Silver Membership Total Employee Size 5000+"
"GridGain","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/gridgain.svg","http://www.gridgain.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","GridGain - The Linux Foundation - Silver Membership - 2019","3/1/2019","Active","2/29/2020","3/19/2019","2019 The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"SIGHUP s.r.l.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/sighup-srl.svg","www.sighup.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SIGHUP - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","3/19/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Windmill Engineering","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/windmill-engineering.svg","ttps://windmill.engineering/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Windmill Engineering - The Linux Foundation - Silver Membership - 2019","3/1/2019","Active","2/29/2020","3/8/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Consensus Datatrust Technology Co., Ltd","","www.cdtrust.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","CDtrust - The Linux Foundation - Silver Membership - 2019","3/1/2019","Active","2/29/2020","3/13/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"emlix GmbH","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/emlix-gmbh.svg","http://www.emlix.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","emlix GmbH - The Linux Foundation - Silver Membership - 2019","3/1/2019","Active","2/29/2020","3/8/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Dgraph Labs, Inc.","","www.dgraph.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Dgraph Labs, Inc. - The Linux Foundation - Silver Membership - 2019","3/1/2019","Active","2/29/2020","3/8/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Novvum","","www.novvum.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Novvum - The Linux Foundation - Silver Membership - 2019","3/1/2019","Active","2/29/2020","3/8/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Gatsby Inc","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/gatsby-inc.svg","www.gatsbyjs.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Gatsby Inc - The Linux Foundation - Silver Membership - 2019","3/1/2019","Active","2/29/2020","3/8/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Darillium","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/darillium.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Darillium - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","3/28/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"QingCloud Technologies Corp.","","https://www.qingcloud.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Beijing Yunify Technology Co. Ltd - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","3/28/2019","2019 The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Navitas Business Consulting Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/navitas-business-consulting-inc.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Navitas Business Consulting Inc. - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","3/28/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"PeerNova, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/peernova-inc.svg","http://peernova.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","PeerNova, Inc. - The Linux Foundation - Silver Membership - 2019","3/1/2019","Active","2/29/2020","3/13/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Cloudical","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/cloudical.svg","https://cloudical.io/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Cloudical - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","3/22/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Mail.Ru Cloud Solutions","","https://mcs.mail.ru/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Mail.Ru Cloud Solutions - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","3/22/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Cequence","","https://www.cequence.ai/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Cequence - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","3/29/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"INBLOCK Ltd.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/inblock-ltd.svg","www.inblock.co","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","INBLOCK Ltd. - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","4/5/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"The Scale Factory","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/the-scale-factory.svg","www.scalefactory.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","The Scale Factory - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","4/4/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"FRST Corp.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/frst-corp.svg","http://www.frst.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","FRST Corp. - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","4/4/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"YellowDog","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/yellowdog.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","YellowDog - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","4/4/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Dembach Goo Informatik GmbH & Co. KG","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Dembach Goo Informatik GmbH & Co. KG - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","4/4/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Turbot","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/turbot.svg","www.turbot.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Turbot - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","4/4/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Hedera Hashgraph LLC","","www.hedera.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Hedera Hashgraph LLC - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","4/4/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Elementl","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/elementl.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Elementl - The Linux Foundation - Silver Membership - 2019","4/1/2019","Active","3/31/2020","4/4/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Endocode","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/endocode.svg","http://www.Endocode.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Endocode - The Linux Foundation - Silver Membership - 2019","5/1/2019","Active","4/30/2020","4/18/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Candera GmbH","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/candera-gmbh.svg","https://cgistudio.at/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Candera GmbH - The Linux Foundation - Silver Membership - 2019","5/1/2019","Active","4/30/2020","5/2/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Lightbend","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/lightbend.svg","https://www.lightbend.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Lightbend - The Linux Foundation - Silver Membership - 2019","5/1/2019","Active","4/30/2020","5/2/2019","2019 The Linux Foundation Silver Membership Total Employee Size 100 - 499"
"Neualto Technologies Private Limited","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/neualto-technologies-private-limited.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Neualto Technologies Private Limited - The Linux Foundation - Silver Membership - 2019","5/1/2019","Active","4/30/2020","5/2/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Imperva, Inc.","","www.imperva.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Imperva, Inc. - The Linux Foundation - Silver Membership - 2019","5/1/2019","Active","4/30/2020","5/2/2019","2019 The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"OTAinfo","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/otainfo.svg","http://www.otainfo.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","OTAinfo - The Linux Foundation - Silver Membership - 2019","5/1/2019","Active","4/30/2020","5/9/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Portshift","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/portshift.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Portshift - The Linux Foundation - Silver Membership - 2019","5/1/2019","Active","4/30/2020","5/8/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"XCloud Networks","","http://xcloudnetworks.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","XCloud Networks - The Linux Foundation - Silver Membership - 2019","5/1/2019","Active","4/30/2020","5/13/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"PJSC ""MMC"" Norilsk Nickel","","https://www.nornickel.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","PJSC ""MMC"" Norilsk Nickel - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","5/22/2019","2019 The Linux Foundation Silver Membership Total Employee Size 5000+"
"OpenNode","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/opennode.svg","www.opennode.co","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","OpenNode - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","5/22/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"GE Research","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/ge-research.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","GE Research - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","5/21/2019","2019 The Linux Foundation Silver Membership Total Employee Size 5000+"
"Milligan Partners","","http://www.milliganpartners.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Milligan Partners - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","5/21/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Phoenix Software International","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/phoenix-software-international.svg","http://www.phoenixsoftware.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Phoenix Software International - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","6/7/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Scytale","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/scytale.svg","www.scytale.io","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Scytale - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","7/18/2019","The Linux Foundation Silver Membership"
"G-Research","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/g-research.svg","https://www.gresearch.co.uk","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","G-Research - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","7/18/2019","The Linux Foundation Silver Membership"
"Blockforce","","https://blockforce.in/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Blockforce - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","7/15/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Databricks Inc.","","http://www.databricks.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Databricks Inc. - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","7/15/2019","2019 The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Vlingo LLC","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Vlingo LLC - The Linux Foundation - Silver Membership - 2019","10/1/2019","Active","9/30/2020","9/24/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"China-ASEAN Information Harbor Co., Ltd","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/china-asean-information-harbor-co-ltd.svg","http://www.caih.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","China-ASEAN Information Harbor Co., Ltd - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","7/17/2019","The Linux Foundation Silver Membership"
"Truffle Blockchain Group, Inc.","","http://www.trufflesuite.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Truffle Blockchain Group, Inc. - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","7/16/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Storm Reply GmbH","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/storm-reply-gmbh.svg","https://stormreply.cloud/en/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Storm Reply GmbH - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","7/17/2019","The Linux Foundation Silver Membership"
"OVO Automotive Ltd","","www.ovo.auto","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","OVO Automotive Ltd - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","7/25/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Sterlite Technologies Limited","","www.sterlite.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Sterlite Technologies Limited - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","8/6/2019","The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Desotech srl","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/desotech-srl.svg","www.desotech.it","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Desotech srl - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","8/6/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Entigo OÜ","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/entigo-o.svg","www.entigo.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","OU Cloud.ee - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","8/7/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"State Farm Mutual Insurance Company","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/state-farm-mutual-insurance-company.svg","http://www.statefarm.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","State Farm Mutual Insurance Company - The Linux Foundation - Silver Membership - 2019","10/1/2019","Active","9/30/2020","8/9/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Chengtay Information Technology(TianJin) Co.,Ltd","","www.chengtaytech.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Chengtay Information Technology(TianJin) Co.,Ltd - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","8/2/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"IDW Technologies LLC","","www.idwtechnologies.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","IDW Technologies LLC - The Linux Foundation - Silver Membership - 2019","8/1/2019","Active","7/31/2020","6/3/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"GoDaddy","","http://www.godaddy.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","GoDaddy - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","6/4/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Flowmill Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/flowmill-inc.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Flowmill Inc. - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","6/4/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Micro Focus","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/micro-focus.svg","http://www.microfocus.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Micro Focus - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","6/4/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"NextBKL SP z.o.o. DBA Gloscad","","www.gloscad.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","NextBKL SP z.o.o. DBA Gloscad - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","6/3/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Aiven","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/aiven.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Aiven - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","6/4/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Fullstaq","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/fullstaq.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Fullstaq - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","6/11/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Beijing Ruiyun Haotian Technology Co., Ltd.","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Beijing Ruiyun Haotian Technology Co., Ltd. - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","6/6/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"KubeGrid.com","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","KubeGrid.com - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","6/11/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Yotascale","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/yotascale.svg","www.yotascale.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Yotascale - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","6/7/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Southbridge LLC, ??? ""?????????""","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/southbridge-llc.svg","https://southbridge.io/en","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Southbridge - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","6/11/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"MATRIXX Software","","http://www.matrixx.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","MATRIXX Software - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","6/11/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Talos Systems","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/talos-systems.svg","https://www.talos-systems.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Talos Systems - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","6/21/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"FNZ UK Ltd","","https://www.fnz.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","FNZ UK Ltd - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","6/19/2019","2019 The Linux Foundation Silver Membership Total Employee Size 500 - 4999"
"Deutsche Telekom AG","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/deutsche-telekom-ag.svg","http://www.telekom.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Deutsche Telekom AG - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","6/28/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"Zoss Team, LLC","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Zoss Team, LLC - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","7/3/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Spectro Cloud Inc","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Spectro Cloud Inc - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","7/3/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Chronosphere, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/chronosphere-inc.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Chronosphere, Inc. - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","7/3/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"McKinsey","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/mckinsey.svg","http://www.mckinsey.com","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","McKinsey - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","6/30/2019","The Linux Foundation Silver Membership Total Employee Size 5000+"
"OSAKA NDS CO., LTD.","","www.nds-osk.comjp","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","OSAKA NDS CO., LTD. - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","7/2/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"DriveScale, Inc.","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/drivescale-inc.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","DriveScale, Inc. - The Linux Foundation - Silver Membership - 2019","6/1/2019","Active","5/31/2020","6/4/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"SiteWhere LLC","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/sitewhere-llc.svg","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","SiteWhere LLC - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","6/21/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"ELAMACHAIN","","https://www.elamachain.io/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","ELAMACHAIN - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","6/30/2019","2019 The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Gemini Open Cloud Computing Inc,","","","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Gemini Open Cloud Computing Inc, - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","6/20/2019","The Linux Foundation Silver Membership Total Employee Size 1 - 99"
"Commvault","https://lf-master-organization-logos-prod.s3.us-east-2.amazonaws.com/commvault.svg","http://www.commvault.com/","Silver Membership","<a href=""/a0941000002wBz9"" target=""_top"">The Linux Foundation</a>","Commvault - The Linux Foundation - Silver Membership - 2019","7/1/2019","Active","6/30/2020","3/31/2019","The Linux Foundation Silver Membership"
